ID_BARRAGEM	NOME DA BARRAGEM DE MINERAÇÃO	NOME DO EMPREENDEDOR	CPF/CNPJ	LATITUDE	LONGITUDE	POSICIONAMENTO	UF	MUNICÍPIO	MINÉRIO PRINCIPAL	ALTURA ATUAL (m)	VOLUME ATUAL (m3)	MÉTODO CONSTRUTIVO	CATEGORIA DE RISCO	DANO POTENCIAL ASSOCIADO	CLASSE	INSERIDA NA PNSB?
440	BACIA DE SEDIMENTO DA USINA DE TRATAMENTO	Magnesita Mineração S.A.	00.592.603/0001-20	"-14°14'01.600"""	"-41°43'10.900"""	Sul do Equador	BA	BRUMADO	Magnesita	4,78	52912,3	Etapa única				Não
441	BARAÚNA - PBC1	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°52'28.981"""	"-39°52'13.796"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	2	12200	Alteamento a jusante				Não
442	BARAÚNA - PBC2	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°52'25.971"""	"-39°52'14.321"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	2	12000	Alteamento a jusante				Não
443	BARAÚNA - PBC3	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°52'29.837"""	"-39°52'17.659"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	2	8500	Alteamento a jusante				Não
444	BARRAGEM DE DEPOSIÇÃO DE LAMA	XILOLITE S/A	62.477.088/0001-94	"-14°05'52.550"""	"-41°41'21.140"""	Sul do Equador	BA	BRUMADO	Argila	7	60277	Alteamento a jusante				Não
445	Barragem de Rejeitos de Irecê	Companhia Baiana de Pesquisa Mineral	13.554.910/0001-68	"-11°18'43.000"""	"-41°50'22.000"""	Sul do Equador	BA	IRECÊ	Fosfato	4	235467,89	Indefinido				Não
446	Barragem Santa Helena	Companhia Brasileira de Bentonita Ltda	04.885.978/0001-39	"-14°48'40.373"""	"-41°00'17.917"""	Sul do Equador	BA	VITÓRIA DA CONQUISTA	Bentonita	14	7500	Alteamento por linha de centro				Não
447	BARRAGEM USINA SANTALUZ BENEFICIAMENTO - BII	Magnesita Mineração S.A. Filial: FAZENDA PEDRAS PRETAS	00.592.603/0004-72	"-11°15'36.450"""	"-39°21'27.250"""	Sul do Equador	BA	SANTALUZ	Cromita	2	875	Etapa única				Não
448	BARRAGEM USINA SANTALUZ BENEFICIAMENTO - BIII	Magnesita Mineração S.A. Filial: FAZENDA PEDRAS PRETAS	00.592.603/0004-72	"-11°15'38.500"""	"-39°21'27.250"""	Sul do Equador	BA	SANTALUZ	Cromita	2	1100	Etapa única				Não
449	BARRAGEM USINA SANTALUZ BENEFICIAMENTO BI	Magnesita Mineração S.A. Filial: FAZENDA PEDRAS PRETAS	00.592.603/0004-72	"-11°15'36.800"""	"-39°21'27.250"""	Sul do Equador	BA	SANTALUZ	Cromita	2	1125	Etapa única				Não
450	Cava Camarinha	Cia de Ferro Ligas da Bahia Ferbasa	15.141.799/0001-03	"-10°32'44.200"""	"-40°25'30.700"""	Sul do Equador	BA	CAMPO FORMOSO	Cromita	14,6	29688	Alteamento a montante ou desconhecido				Não
451	Cava Pedrinhas	Cia de Ferro Ligas da Bahia Ferbasa	15.141.799/0001-03	"-10°32'42.000"""	"-40°24'52.400"""	Sul do Equador	BA	CAMPO FORMOSO	Cromita	8,5	201205	Alteamento por linha de centro				Não
452	Cava Sul	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°52'17.300"""	"-39°52'17.200"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	0	323173	Indefinido				Não
453	Dique 3	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°49'53.300"""	"-39°49'29.700"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	1,5	440000	Etapa única				Não
454	Dique Santa Rita	Mirabela Mineração do Brasil Ltda.	74.127.010/0001-29	"-14°11'47.547"""	"-39°41'29.939"""	Sul do Equador	BA	ITAGIBÁ	Minério de Níquel	5	246848	Etapa única				Não
455	Medrado 1	Cia de Ferro Ligas da Bahia Ferbasa	15.141.799/0001-03	"-10°18'59.2078"""	"-39°45'51.0887"""	Sul do Equador	BA	ANDORINHA	Cromita	5	185520	Etapa única				Não
456	Medrado 2	Cia de Ferro Ligas da Bahia Ferbasa	15.141.799/0001-03	"-10°18'53.700"""	"-39°45'57.000"""	Sul do Equador	BA	ANDORINHA	Cromita	11,2	0	Alteamento por linha de centro				Não
457	Medrado 3	Cia de Ferro Ligas da Bahia Ferbasa	15.141.799/0001-03	"-10°18'56.000"""	"-39°45'57.000"""	Sul do Equador	BA	ANDORINHA	Cromita	8,4	94325	Etapa única				Não
458	Pilha 01 - P1C1	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°51'10.170"""	"-39°51'44.268"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	6	100566	Alteamento por linha de centro				Não
459	Pilha 01 - P1C3	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°51'15.285"""	"-39°51'59.529"""	Sul do Equador	BA	JAGUARARI	Sedimento	1	164976	Alteamento a jusante				Não
460	Pilha 01 - P1C4	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°51'19.659"""	"-39°52'02.121"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	2	85786	Alteamento a jusante				Não
461	Pilha 01 - P1C5	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°51'07.668"""	"-39°51'48.038"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	14	111960	Alteamento a jusante				Não
462	Pilha 01 - P1C6	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°51'11.005"""	"-39°51'53.799"""	Sul do Equador	BA	JAGUARARI	Sedimento	2	30460	Alteamento a jusante				Não
463	Pilha 01 - P1C7	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°51'19.270"""	"-39°51'54.399"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	6,8	10277	Alteamento a jusante				Não
464	Pilha 01 - P1C8	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°51'26.408"""	"-39°51'48.095"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	3,5	71698	Alteamento a jusante				Não
465	Pilha 01 P1C2	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°51'19.593"""	"-39°51'50.354"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	9,5	102246	Alteamento a jusante				Não
466	Pilha 05 - P5C1	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°52'46.158"""	"-39°51'54.612"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	5	172053	Alteamento a jusante				Não
467	Pilha 05 - P5C2	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°52'36.688"""	"-39°52'05.408"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	4	155498	Alteamento a jusante				Não
468	Pilha 05 - P5C3	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°52'48.573"""	"-39°51'51.266"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	5	141410	Alteamento a jusante				Não
469	Pilha 05 - P5C4	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°52'30.737"""	"-39°52'08.101"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	2	7052	Alteamento a jusante				Não
470	Pilha 05 - P5XC2	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°52'32.341"""	"-39°51'54.787"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	5	79459	Alteamento a jusante				Não
471	Pilha 05 - XC1	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°52'37.962"""	"-39°51'52.340"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	5	80000	Alteamento a jusante				Não
472	R22	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°51'41.800"""	"-39°52'23.100"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	0	255131	Indefinido				Não
473	R75	Mineração Caraíba S.a.	42.509.257/0001-13	"-9°51'10.300"""	"-39°52'05.300"""	Sul do Equador	BA	JAGUARARI	Minério de Cobre	0	0	Indefinido				Não
474	TANQUE DE DECANTAÇÃO	Pedreiras Bahia Ltda.	34.089.417/0001-94	"-12°51'29.2388"""	"-38°24'15.7838"""	Sul do Equador	BA	SIMÕES FILHO	Granulito Gnaisse	2	3000	Indefinido				Não
475	Barragem Morro Pelado 2	Brasil Minérios S.a.	02.683.365/0001-93	"-16°23'49.700"""	"-50°23'00.300"""	Sul do Equador	GO	SÃO LUÍS DE MONTES BELOS	Vermiculita	13,65	70000	Alteamento a jusante				Não
476	Dique de finos 02 - Depósito Tamanduá	Catalao	33.931.486/0010-21	"-18°09'06.993"""	"-47°46'58.814"""	Sul do Equador	GO	OUVIDOR	Sedimento	14,8	0	Etapa única				Não
477	Dique de finos 03 - Depósito Tamanduá	Catalao	33.931.486/0010-21	"-18°08'19.663"""	"-47°46'55.691"""	Sul do Equador	GO	OUVIDOR	Argila	6	600	Etapa única				Não
478	GIRASSOL-01	Quartziti Mineradora Ltda	11.461.800/0001-26	"-15°46'20.000"""	"-48°38'17.000"""	Sul do Equador	GO	CORUMBÁ DE GOIÁS	Areia Quartzosa	5	3000	Indefinido				Não
479	Area M	Cbe Companhia Brasileira de Equipamento Filial:	27.184.936/0007-61	"-4°31'24.900"""	"-44°00'57.700"""	Sul do Equador	MA	CODÓ	Argila	0	832598,77	Indefinido				Não
480	VÃO DAS COBRAS	J. G. de A. FERREIRA MINERADORA EIRELI	03.779.142/0001-97	"-6°34'55.900"""	"-43°57'58.400"""	Sul do Equador	MA	PASTOS BONS	Saibro	2	9000	Indefinido				Não
481	01 PDE 01	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°51'13.900"""	"-43°47'38.300"""	Sul do Equador	MG	SABARÁ	Minério de Ferro	12	0,01	Etapa única				Não
482	105-I	Vale S A Filial: Vale Itabira	33.592.510/0164-09	"-19°37'37.919"""	"-43°14'18.830"""	Sul do Equador	MG	ITABIRA	Minério de Ferro	8,14	8400	Alteamento a jusante				Não
483	2	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°58'24.601"""	"-43°36'13.419"""	Sul do Equador	MG	BARÃO DE COCAIS	Minério de Ferro	10	15412,7	Alteamento a jusante				Não
484	A - PDE Nordeste	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°56'55.421"""	"-43°35'12.119"""	Sul do Equador	MG	BARÃO DE COCAIS	Minério de Ferro	13	300	Etapa única				Não
485	Alto Jacutinga	Vale S A Filial: Vale Itabiritos	33.592.510/0044-94	"-20°25'33.600"""	"-43°53'09.500"""	Sul do Equador	MG	CONGONHAS	Minério de Ferro	11,8	92434	Alteamento por linha de centro				Não
486	B - PDE Nordeste	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°56'50.126"""	"-43°35'00.712"""	Sul do Equador	MG	BARÃO DE COCAIS	Minério de Ferro	14,5	2935	Etapa única				Não
487	Bacia 01	Arcelormittal Brasil S.a	17.469.701/0001-77	"-19°47'6.7808"" "	"-43°11'33.8683"""	Sul do Equador	MG	BELA VISTA DE MINAS	Minério de Ferro	9	1000	Alteamento a montante ou desconhecido				Não
488	Bacia 07	Arcelormittal Brasil S.a	17.469.701/0001-77	"-19°46'59.200"""	"-43°10'59.200"""	Sul do Equador	MG	BELA VISTA DE MINAS	Minério de Ferro	7	500	Etapa única				Não
489	Bacia 08	Arcelormittal Brasil S.a	17.469.701/0001-77	"-19°47'05.900"""	"-43°10'48.600"""	Sul do Equador	MG	BELA VISTA DE MINAS	Minério de Ferro	7	5000	Etapa única				Não
490	Bacia 09	Arcelormittal Brasil S.a	17.469.701/0001-77	"-19°46'37.840"""	"-43°11'21.930"""	Sul do Equador	MG	BELA VISTA DE MINAS	Minério de Ferro	7	2200	Etapa única				Não
491	Bacia 15	Arcelormittal Brasil S.a	17.469.701/0001-77	"-19°46'34.733"""	"-43°11'27.772"""	Sul do Equador	MG	BELA VISTA DE MINAS	Minério de Ferro	5	2200	Etapa única				Não
492	Bacia 16	Arcelormittal Brasil S.a	17.469.701/0001-77	"-19°47'09.952"""	"-43°10'22.069"""	Sul do Equador	MG	BELA VISTA DE MINAS	Minério de Ferro	12	12000	Etapa única				Não
493	Bacia 17	Arcelormittal Brasil S.a	17.469.701/0001-77	"-19°47'01.777"""	"-43°09'54.766"""	Sul do Equador	MG	BELA VISTA DE MINAS	Minério de Ferro	8	3500	Etapa única				Não
494	Bacia de Conteção de Finos da PDE-A Norte	Gerdau Açominas S.a.	17.227.422/0001-05	"-20°16'42.200"""	"-43°55'51.100"""	Sul do Equador	MG	ITABIRITO	Dolomito	5	3480	Etapa única				Não
495	Bacia de Conteção de Finos da PDE-A Sul	Gerdau Açominas S.a.	17.227.422/0001-05	"-20°16'58.800"""	"-43°55'38.200"""	Sul do Equador	MG	ITABIRITO	Dolomito	6	1000	Etapa única				Não
496	Bacia de Decantação 1	Mineração Matheus Leme Ltda	60.510.195/0001-41	"-19°56'04.000"""	"-44°28'15.000"""	Sul do Equador	MG	MATEUS LEME	Agalmatolito	2	3660	Indefinido				Não
497	Bacia de Decantação 2	Mineração Matheus Leme Ltda	60.510.195/0001-41	"-19°56'03.000"""	"-44°28'17.000"""	Sul do Equador	MG	MATEUS LEME	Agalmatolito	2,25	5700	Indefinido				Não
498	Bacia de Decantação 3	Mineração Matheus Leme Ltda	60.510.195/0001-41	"-19°56'02.000"""	"-44°28'19.000"""	Sul do Equador	MG	MATEUS LEME	Agalmatolito	2	1570	Indefinido				Não
499	Bacia Lavador de Rodas	Gerdau Açominas S.a.	17.227.422/0001-05	"-20°17'34.470"""	"-43°56'19.060"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	3,6	612,23	Etapa única				Não
500	BARRAGEM USINA BENEFICIAMENTO L7 - IIB	Magnesita Mineração S.A. Filial: FAZENDA BELA VISTA	00.592.603/0023-35	"-19°24'38.340"""	"-47°57'20.460"""	Sul do Equador	MG	UBERABA	Argila Refratária	2	7300	Etapa única				Não
501	Barragem 1	Companhia Mineradora do Pirocloro de Araxá	17.806.779/0001-30	"-19°39'35.121"""	"-46°55'37.279"""	Sul do Equador	MG	ARAXÁ	Minério de Nióbio	14,3	108377,16	Alteamento a jusante				Não
502	Barragem 1 - Dique de Contenção	Construtora Martins Lanna Ltda.	19.974.518/0001-54	"-19°51'53.770"""	"-44°05'35.104"""	Sul do Equador	MG	BETIM	Sedimento	8	12000	Etapa única				Não
503	Barragem 2 - Captação de Água	Construtora Martins Lanna Ltda.	19.974.518/0001-54	"-19°52'33.440"""	"-44°06'01.770"""	Sul do Equador	MG	BETIM	Sedimento	2	14000	Etapa única				Não
504	Barragem 3A - Sedimentação	MSM Mineração Serra da Moeda Ltda.	21.705.306/0001-13	"-20°22'38.190"""	"-43°54'52.910"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	3	3420	Etapa única				Não
505	Barragem 3B - Sedimentação	MSM Mineração Serra da Moeda Ltda.	21.705.306/0001-13	"-20°22'41.120"""	"-43°54'55.540"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	3	5480	Etapa única				Não
506	Barragem 4 - Acumulação	MSM Mineração Serra da Moeda Ltda.	21.705.306/0001-13	"-20°22'40.436"""	"-43°54'48.9712"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	7	4078	Etapa única				Não
507	Barragem 5 - Captação	MSM Mineração Serra da Moeda Ltda.	21.705.306/0001-13	"-20°22'28.9956"""	"-43°55'18.9235"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	4	3600	Etapa única				Não
508	Barragem 6 - Dique Filtrante	MSM Mineração Serra da Moeda Ltda.	21.705.306/0001-13	"-20°22'37.870"""	"-43°54'45.680"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	4	2640	Etapa única				Não
509	barragem 7 - Dique Filtrante	MSM Mineração Serra da Moeda Ltda.	21.705.306/0001-13	"-20°22'45.940"""	"-43°55'00.850"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	7	7063	Etapa única				Não
510	Barragem 8 - Dique Filtrante	MSM Mineração Serra da Moeda Ltda.	21.705.306/0001-13	"-20°22'50.400"""	"-43°55'03.030"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	6	6435	Etapa única				Não
511	Barragem 9 - Dique Filtrante	MSM Mineração Serra da Moeda Ltda.	21.705.306/0001-13	"-20°22'50.560"""	"-43°55'09.330"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	6	3833	Etapa única				Não
512	BARRAGEM B1	Cimento Tupi S.a.	33.039.223/0001-11	"-20°54'12.200"""	"-43°48'14.000"""	Sul do Equador	MG	CARANAÍBA	Argila	8	18113	Etapa única				Não
513	Barragem B1	Mineração Marsil Ltda.	16.800.211/0001-49	"-19°32'59.900"""	"-43°01'20.100"""	Sul do Equador	MG	ANTÔNIO DIAS	Areia	4	10200	Etapa única				Não
514	BARRAGEM B1	Roberto Eustáquio Silva Pedrosa	00.546.997/0002-60	"-18°16'56.035"""	"-46°51'40.773"""	Sul do Equador	MG	LAGAMAR	Sedimento	8	90000	Etapa única				Não
515	Barragem B2	Herculano Mineração Ltda.	41.785.833/0001-92	"-20°15'04.500"""	"-43°56'14.470"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	8	61000	Etapa única				Não
516	Barragem B3	Herculano Mineração Ltda.	41.785.833/0001-92	"-20°15'00.250"""	"-43°56'06.830"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	14	108879	Etapa única				Não
517	Barragem B3	Mineração Geral do Brasil S A	60.727.120/0001-17	"-20°04'02.800"""	"-44°01'22.900"""	Sul do Equador	MG	BRUMADINHO	Argila Arenosa	10	20000	Etapa única				Não
518	Barragem B3	Mineração Marsil Ltda.	16.800.211/0001-49	"-19°32'51.300"""	"-43°01'17.500"""	Sul do Equador	MG	ANTÔNIO DIAS	Areia	7	14200	Etapa única				Não
519	Barragem Captação de Água	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°10'09.300"""	"-44°27'03.170"""	Sul do Equador	MG	ITATIAIUÇU	Argila Arenosa	4,46	14000	Etapa única				Não
520	Barragem de Contenção de Sólidos Carreados	EXTRATIVA MINERAL LTDA	17.174.889/0001-26	"-20°06'36.060"""	"-43°54'11.690"""	Sul do Equador	MG	NOVA LIMA	Minério de Ferro	8	28000	Etapa única				Não
521	BARRAGEM DE GABIÕES	Empresa de Mineração Esperança Sa	33.300.971/0001-06	"-20°6'59.5102"""	"-44°13'8.6009"""	Sul do Equador	MG	BRUMADINHO	Minério de Ferro	5	30000	Etapa única				Não
522	Barragem do Fundão	Avg Empreendimentos Minerários S.A	16.565.897/0001-30	"-19°49'17.090"""	"-43°43'01.480"""	Sul do Equador	MG	SABARÁ	Sedimento	9	20000	Etapa única				Não
523	BARRAGEM DO LAGARTO	Csn Mineração S.a.	08.902.291/0001-15	"-20°27'05.947"""	"-43°54'23.637"""	Sul do Equador	MG	CONGONHAS	Cascalho	8	210000	Etapa única				Não
524	Barragem dos Coqueiros	Avg Empreendimentos Minerários S.A	16.565.897/0001-30	"-19°48'55.680"""	"-43°42'36.490"""	Sul do Equador	MG	SABARÁ	Sedimento	7	2500	Etapa única				Não
525	BARRAGEM POÇO FUNDO	Csn Mineração S.a.	08.902.291/0001-15	"-20°27'05.155"""	"-43°53'54.459"""	Sul do Equador	MG	CONGONHAS	Cascalho	2,88	12000	Etapa única				Não
526	BARRAGEM USINA BENEFICIAMENTO ESPONGILITO	Magnesita Mineração S.A.	00.592.603/0001-20	"-19°24'38.280"""	"-47°57'18.520"""	Sul do Equador	MG	UBERABA	Argila	2	4600	Etapa única				Não
527	BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVA	Magnesita Mineração S.A. Filial: FAZENDA BELA VISTA	00.592.603/0023-35	"-19°24'38.340"""	"-47°57'20.460"""	Sul do Equador	MG	UBERABA	Argila	2	4300	Etapa única				Não
528	BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVB	Magnesita Mineração S.A. Filial: FAZENDA BELA VISTA	00.592.603/0023-35	"-19°24'38.340"""	"-47°57'20.460"""	Sul do Equador	MG	UBERABA	Argila	2	4600	Etapa única				Não
529	BARRAGEM USINA BENEFICIAMENTO L7 - IIA	Magnesita Mineração S.A. Filial: FAZENDA BELA VISTA	00.592.603/0023-35	"-19°24'37.100"""	"-47°57'20.460"""	Sul do Equador	MG	UBERABA	Argila Refratária	2	7100	Etapa única				Não
530	BARRAGEM USINA BENEFICIAMENTO L7 - IIB	Magnesita Mineração S.A.	00.592.603/0001-20	"-19°24'38.870"""	"-47°57'22.630"""	Sul do Equador	MG	UBERABA	Argila	2	4900	Etapa única				Não
531	BARRAGEM USINA BENEFICIAMENTO L8 - IIIA	Magnesita Mineração S.A. Filial: FAZENDA BELA VISTA	00.592.603/0023-35	"-19°24'35.100"""	"-47°57'20.460"""	Sul do Equador	MG	UBERABA	Argila Refratária	2	4900	Etapa única				Não
532	BARRAGEM USINA BENEFICIAMENTO L8 - IIIB	Magnesita Mineração S.A. Filial: FAZENDA BELA VISTA	00.592.603/0023-35	"-19°24'34.100"""	"-47°57'20.460"""	Sul do Equador	MG	UBERABA	Argila Refratária	2	3900	Etapa única				Não
533	C - PDE Nordeste	Vale S A Filial: Vale Minas Centrais	33.592.510/0447-98	"-19°56'18.423"""	"-43°35'01.717"""	Sul do Equador	MG	BARÃO DE COCAIS	Minério de Ferro	8	15377,28	Etapa única				Não
534	Captação	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°12'10.200"""	"-43°36'08.100"""	Sul do Equador	MG	SANTA BÁRBARA	Minério de Ferro	8,2	511	Etapa única				Não
535	Captação Córrego das Almas	Vale S A Filial: Vale Mariana	33.592.510/0412-68	"-20°09'28.916"""	"-43°28'05.155"""	Sul do Equador	MG	MARIANA	Minério de Ferro	8,5	2165,46	Etapa única				Não
536	Captação Trovões	Vale S A Filial: Vale Vargem Grande	33.592.510/0034-12	"-20°10'07.400"""	"-43°51'41.300"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	8,83	503	Etapa única				Não
537	Cata Branca	Vale S A Filial: Vale Itabiritos	33.592.510/0044-94	"-20°13'59.200"""	"-43°51'24.300"""	Sul do Equador	MG	ITABIRITO	Minério de Ferro	9	12000	Alteamento a jusante				Não
538	CONJUNTO DE BAIAS VIGA	Ferrous Resources do Brasil Sa	08.852.207/0001-04	"-20°29'45.700"""	"-43°55'03.600"""	Sul do Equador	MG	CONGONHAS	Minério de Ferro	9	70613,28	Etapa única				Não
539	D-1	Mineração Pedra Menina Ltda	05.059.907/0001-40	"-17°58'05.930"""	"-43°10'08.450"""	Sul do Equador	MG	SENADOR MODESTINO GONÇALVES	Minério de Manganês	11	8000	Etapa única				Não
540	D-2	Mineração Pedra Menina Ltda	05.059.907/0001-40	"-17°58'06.460"""	"-43°10'11.200"""	Sul do Equador	MG	SENADOR MODESTINO GONÇALVES	Minério de Manganês	14	36000	Etapa única				Não
541	D-3	Mineração Pedra Menina Ltda	05.059.907/0001-40	"-17°58'07.170"""	"-43°10'11.080"""	Sul do Equador	MG	SENADOR MODESTINO GONÇALVES	Minério de Manganês	6	5000	Etapa única				Não
542	Dique - Pilha 2	Mib Mineração Ibirité Ltda	08.578.982/0001-05	"-20°07'47.530"""	"-44°06'09.230"""	Sul do Equador	MG	BRUMADINHO	Sedimento	2	250	Etapa única				Não
543	Dique - Pilha 4	Mib Mineração Ibirité Ltda	08.578.982/0001-05	"-20°07'23.117"""	"-44°06'23.291"""	Sul do Equador	MG	BRUMADINHO	Sedimento	8	183	Etapa única				Não
544	Dique - Pilha de Rejeito	EXTRATIVA MINERAL LTDA	17.174.889/0001-26	"-20°06'36.810"""	"-43°54'31.680"""	Sul do Equador	MG	NOVA LIMA	Minério de Ferro	10	80000	Etapa única				Não
545	Dique 01 - Serra Azul	Minerita Minérios Itaúna Ltda.	16.813.461/0001-13	"-20°07'11.260"""	"-44°23'07.880"""	Sul do Equador	MG	MATEUS LEME	Minério de Ferro	14	12347	Etapa única				Não
546	Dique 01 de Terra	Arcelormittal Mineração Serra Azul S.a.	08.102.787/0001-04	"-20°08'19.363"""	"-44°24'02.991"""	Sul do Equador	MG	ITATIAIUÇU	Minério de Ferro	9	15000	Etapa única				Não
547	Dique 01 Serra Azul - Dique Vai e Volta 1	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°07'44.700"""	"-44°25'12.700"""	Sul do Equador	MG	MATEUS LEME	Argila Arenosa	13	30000	Etapa única				Não
548	Dique 02 - Pitangui	Minerita Minérios Itaúna Ltda.	16.813.461/0001-13	"-20°07'25.280"""	"-44°22'31.860"""	Sul do Equador	MG	MATEUS LEME	Minério de Ferro	6	2100	Etapa única				Não
549	Dique 02 Serra Azul - Dique Vai e Volta 2	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°07'49.000"""	"-44°25'21.000"""	Sul do Equador	MG	MATEUS LEME	Argila Arenosa	12	45000	Etapa única				Não
550	Dique 03	Companhia de Mineração Serra Azul Comisa	03.405.415/0001-33	"-20°07'18.220"""	"-44°19'09.870"""	Sul do Equador	MG	BRUMADINHO	Minério de Ferro	5	900	Etapa única				Não
551	Dique 03 Serra Azul - Dique Vai e Volta 3	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°07'50.650"""	"-44°25'36.130"""	Sul do Equador	MG	MATEUS LEME	Argila Arenosa	11,45	76000	Etapa única				Não
552	Dique 04	Companhia de Mineração Serra Azul Comisa	03.405.415/0001-33	"-20°07'09.860"""	"-44°19'26.960"""	Sul do Equador	MG	BRUMADINHO	Minério de Ferro	3	100	Etapa única				Não
553	Dique 06	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°09'42.900"""	"-44°27'22.500"""	Sul do Equador	MG	ITATIAIUÇU	Argila Arenosa	12	50000	Etapa única				Não
554	Dique 06 - Véu da Noiva Jusante	Minerita Minérios Itaúna Ltda.	16.813.461/0001-13	"-20°07'53.460"""	"-44°22'30.040"""	Sul do Equador	MG	ITATIAIUÇU	Minério de Ferro	14	2500	Etapa única				Não
555	Dique 08 - Pátio CMC	Minerita Minérios Itaúna Ltda.	16.813.461/0001-13	"-20°08'00.950"""	"-44°22'46.450"""	Sul do Equador	MG	ITATIAIUÇU	Minério de Ferro	12	48252	Etapa única				Não
556	Dique 1	Saint Gobain do Brasil Produtos Industriais e Para Construção Ltda.	61.064.838/0001-33	"-21°18'29.660"""	"-44°39'39.180"""	Sul do Equador	MG	ITUTINGA	Sedimento	2	300	Etapa única				Não
557	Dique 13 - Pains	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°07'27.890"""	"-44°24'00.660"""	Sul do Equador	MG	MATEUS LEME	Argila Arenosa	12,45	54000	Etapa única				Não
558	Dique 14	Mineração Usiminas S.a.	12.056.613/0001-20	"-20°09'44.900"""	"-44°26'50.600"""	Sul do Equador	MG	ITATIAIUÇU	Argila Arenosa	9,93	54000	Etapa única				Não
559	Dique 2	Saint Gobain do Brasil Produtos Industriais e Para Construção Ltda.	61.064.838/0001-33	"-21°18'29.650"""	"-44°39'42.590"""	Sul do Equador	MG	ITUTINGA	Sedimento	3	100	Etapa única				Não
560	Dique 2 de Concreto	Arcelormittal Mineração Serra Azul S.a.	08.102.787/0001-04	"-20°08'21.900"""	"-44°24'02.300"""	Sul do Equador	MG	ITATIAIUÇU	Argila	3	200	Etapa única				Não
561	Dique 3	Saint Gobain do Brasil Produtos Industriais e Para Construção Ltda.	61.064.838/0001-33	"-21°18'31.440"""	"-44°39'43.340"""	Sul do Equador	MG	ITUTINGA	Sedimento	1,5	25	Etapa única				Não
